so_NAME	so_SHORTNAME	so_PID	so_productWave	so_colorWave	so_allTWave	so_ratioWave	so_keyW
Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed	HNRNPA1	P09651;A0A2R8Y4L2;Q32P51	10.32141900873346	2	2.1199785e-06	0.03989216895675695	422
40S ribosomal protein S30	FAU	P62861	10.24371590006014	2	6.7697999e-07	0.05936301415960465	1041
Sorting nexin-9	SNX9	Q9Y5X1	10.09911688428911	2	1.604726e-07	0.1012140988007316	2412
mRNA export factor	RAE1	P78406	10.09106867837192	2	2.8142975e-07	0.08594523192659285	1087
Death-inducer obliterator 1	DIDO1	Q9BTC0	10.02745646982732	2	1.0478576e-06	0.0604648801490175	1978
Heterogeneous nuclear ribonucleoprotein A0	HNRNPA0	Q13151	9.616101174487232	2	1.5004834e-07	0.1443524442385861	1230
Interleukin enhancer-binding factor 2	ILF2	Q12905	9.542050613561024	2	4.0384784e-06	0.05639579965411123	1210
ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y	DDX3X;DDX3Y	O00571;O15523;Q9NQI0	9.476055804748729	2	7.6347385e-07	0.09747322679979672	47
Protein PRRC2B	PRRC2B	Q5JSZ5	9.380383945353813	2	9.128949e-07	0.09870010612455626	1473
Splicing factor 3B subunit 2	SF3B2	Q13435	9.267037212627418	2	7.1890787e-07	0.1147280087161503	1256
Ankyrin repeat domain-containing protein 17	ANKRD17	O75179	9.250569168427782	2	1.1222663e-06	0.1014847457744792	197
Mediator of RNA polymerase II transcription subunit 15	MED15	Q96RN5	9.201909233036758	2	7.1907044e-07	0.1200177170601214	1904
Coronin-2A	CORO2A	Q92828;Q9UQN3	9.187271866269066	2	3.0259037e-07	0.1573308121787153	1790
Far upstream element-binding protein 3	FUBP3	Q96I24	9.185637029240208	2	5.1989246e-06	0.0669138968589071	1872
Ubiquitin-associated protein 2-like	UBAP2L	Q14157	8.962035604717926	2	5.6894919e-06	0.076039394173731	1295
ATP-dependent RNA helicase A	DHX9	Q08211	8.848600901830494	2	4.4546246e-06	0.08854703183980055	1177
Histone acetyltransferase p300	EP300	Q09472	8.847487344474729	2	4.8971756e-06	0.08612446688676252	1187
Mediator of RNA polymerase II transcription subunit 24	MED24	O75448	8.56982819407744	2	1.8956919e-06	0.1389275039251504	212
B-cell CLL/lymphoma 9-like protein	BCL9L	Q86UU0	8.546465280246387	2	1.7292905e-06	0.1451550719040587	1610
CDKN2A-interacting protein	CDKN2AIP	Q9NXV6	8.490767226869114	2	3.7982923e-06	0.1190503989124951	2193
Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed	HNRNPF	P52597	8.412153614254475	2	2.057235e-05	0.07560169893073619	899
U2 snRNP-associated SURP motif-containing protein	U2SURP	O15042	8.082092436975049	2	2.6304e-05	0.08825889849250447	85
Nuclear pore complex protein Nup93	NUP93	Q8N1F7	7.995085296641294	2	6.812616e-06	0.1407884376305571	1659
Zinc finger RNA-binding protein	ZFR	Q96KR1	7.960884852208643	2	3.1806579e-05	0.09065927292450916	1884
Deoxynucleotidyltransferase terminal-interacting protein 1	DNTTIP1	Q9H147	7.951234811818622	2	1.1753586e-05	0.1231590701791514	2050
Serine/threonine-protein phosphatase 1 regulatory subunit 10	PPP1R10	Q96QC0	7.87347941592558	2	4.795615e-06	0.1702440493909594	1899
La-related protein 1	LARP1	Q6PKG0	7.755791687135122	2	3.6295114e-05	0.1004368090641193	1537
Nuclear receptor coactivator 5	NCOA5	Q9HCD5;REV__Q9HCD5	7.753473427009316	2	2.3829783e-05	0.1141819534714801	2117
Cleavage and polyadenylation specificity factor subunit 3	CPSF3	Q9UKF6	7.690289729186611	2	7.3967631e-06	0.169654117659489	2284
Protein regulator of cytokinesis 1	PRC1	O43663	7.587151541461798	2	2.1754806e-05	0.1316968779460334	140
Golgin subfamily A member 8B;Golgin subfamily A member 8A	GOLGA8B;GOLGA8A	A8MQT2;A7E2F4	7.579859291595893	2	0.00034731894	0.05748829840764937	2569
Nuclear receptor corepressor 2	NCOR2	Q9Y618	7.511472572169581	2	6.2543433e-05	0.1009942980881514	2415
Protein transport protein Sec24B	SEC24B	O95487	7.38922361816412	2	9.4615512e-05	0.09704611165062264	290
Regulator of nonsense transcripts 1	UPF1	Q92900	7.37520216138882	2	5.4268585e-05	0.1158435215341198	1795
Heterogeneous nuclear ribonucleoprotein L	HNRNPL	P14866	7.263567231361183	2	6.9895214e-05	0.1159829911849338	498
DNA-directed RNA polymerase II subunit RPB3	POLR2C	P19387	7.244764813193866	2	6.3791391e-05	0.1207816590575875	553
Serine/arginine-rich splicing factor 3	SRSF3	P84103	7.152867071112393	2	0.00013619545	0.1024484643578047	1101
Pre-mRNA cleavage complex 2 protein Pcf11	PCF11	O94913	7.149327142990156	2	2.8377104e-05	0.1646762876862569	259
Nucleolysin TIAR	TIAL1	Q01085	7.134968821382193	2	6.6028893e-05	0.1289869558801789	1118
Pumilio homolog 1	PUM1	Q14671	7.12083941485588	2	7.2319061e-05	0.1267368224979783	1320
Serine/threonine-protein phosphatase PP1-beta catalytic subunit	PPP1CB	P62140	7.035434468810333	2	2.6839982e-05	0.1812161632658236	1006
KH domain-containing, RNA-binding, signal transduction-associated protein 1	KHDRBS1	Q07666;Q5VWX1;Q9H6N6;Q9UBC1	7.005173299849588	2	0.00023665889	0.09610157210146503	1169
U1 small nuclear ribonucleoprotein 70 kDa	SNRNP70	P08621	6.934458485755975	2	3.4277713e-05	0.180557436493916	401
La-related protein 4	LARP4	Q71RC2	6.9210424047725	2	0.00011606525	0.1262412519308228	1562
Nucleolysin TIA-1 isoform p40	TIA1	P31483	6.908006755866726	2	0.00010825445	0.130086890006531	676
Heterogeneous nuclear ribonucleoprotein R	HNRNPR	O43390	6.903621618705706	2	9.3890114e-05	0.1361962013613725	129
Nucleoporin NUP188 homolog	NUP188	Q5SRE5	6.897522749092092	2	0.0026143459	0.05024466826831379	1480
Probable ATP-dependent RNA helicase DDX5	DDX5	P17844	6.871284204207097	2	2.1383605e-05	0.2174317925751934	534
Palladin	PALLD	Q8WX93	6.76717042303985	2	0.00013850593	0.1331718711412846	1751
Src substrate cortactin	CTTN	Q14247	6.76689859238158	2	3.8910315e-05	0.1952016133517454	1303
DNA topoisomerase 3-alpha	TOP3A	Q13472	6.743543489665115	2	1.1877288e-05	0.2835626583836016	1259
Cleavage stimulation factor subunit 3	CSTF3	Q12996	6.735319578791998	2	0.00036238696	0.1019199083782915	1219
Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	DHX15	O43143	6.732992561335088	2	6.1667015e-05	0.1739753177995058	116
Inosine-5-monophosphate dehydrogenase 2	IMPDH2	P12268	6.656108026777552	2	2.4476625e-05	0.2423460488418054	468
Filamin-A	FLNA	P21333	6.575560356538016	2	0.00017846785	0.1409132980253616	573
Small nuclear ribonucleoprotein Sm D2	SNRPD2	P62316	6.567892349003586	2	0.0011580574	0.08068127256123656	1022
Protein transport protein Sec24A	SEC24A	O95486	6.550730484870062	2	5.094564e-05	0.209085141721229	289
Enhancer of rudimentary homolog	ERH	P84090	6.544480879054248	2	0.00097373029	0.08639433431394095	1098
WD repeat-containing protein 82	WDR82	Q6UXN9	6.521496209796645	2	0.00028931574	0.126493192737799	1547
Eukaryotic translation initiation factor 4E type 2	EIF4E2	O60573	6.486812272829702	2	0.00063435873	0.1022982026931612	171
Programmed cell death protein 6	PDCD6	O75340	6.450785581993348	2	0.00014340055	0.1641018642752995	201
Aryl hydrocarbon receptor nuclear translocator	ARNT	P27540;Q9HBZ2	6.400359507557775	2	7.2669922e-05	0.2085240462115758	627
BAG family molecular chaperone regulator 4	BAG4	O95429	6.280154575614068	2	0.00018652705	0.1706489831860474	285
Ras GTPase-activating protein-binding protein 1	G3BP1	Q13283	6.200250914817694	2	0.00027815156	0.1599250131627636	1240
Histone deacetylase 1	HDAC1	Q13547	6.186964226027488	2	0.00032323773	0.1542683287796638	1265
Mediator of RNA polymerase II transcription subunit 8	MED8	Q96G25	6.169791706936552	2	0.00035402161	0.1518983881376345	1860
Probable ubiquitin carboxyl-terminal hydrolase FAF-X	USP9X	Q93008;O00507	6.136871333603789	2	9.1861773e-05	0.2332572617489666	1806
Breast cancer anti-estrogen resistance protein 1	BCAR1	P56945	6.115834589601578	2	7.4282638e-05	0.252311545815767	950
5-3 exoribonuclease 1	XRN1	Q8IZH2	6.093469971591121	2	0.0013477524	0.1070918032835949	1650
Clathrin heavy chain 1	CLTC	Q00610;P53675	6.090966373526715	2	0.00025666537	0.1767358114424201	1114
SAFB-like transcription modulator	SLTM	Q9NWH9	6.076561065901867	2	0.00032151997	0.1668046096790523	2185
Far upstream element-binding protein 1	FUBP1	Q96AE4	6.047680297001211	2	0.00050286751	0.1487401479330358	1826
Calcium/calmodulin-dependent protein kinase type II subunit delta	CAMK2D	Q13557;Q9UQM7	5.971730309023837	2	0.00057583116	0.1505145162453549	1267
Double-stranded RNA-specific adenosine deaminase	ADAR	P55265	5.769619205811008	2	0.00022220095	0.2306272396145318	935
Protein transport protein Sec23B	SEC23B	Q15437	5.767887079289537	2	0.001469695	0.1307502538435948	1387
ELAV-like protein 1	ELAVL1	Q15717;Q12926;P26378	5.707427249121679	2	0.00044216006	0.1957376479967751	1399
Mediator of RNA polymerase II transcription subunit 12	MED12	Q93074;Q86YW9	5.664552226538671	2	0.0010603905	0.1549615340859833	1810
DBIRD complex subunit ZNF326	ZNF326	Q5BKZ1	5.65411669151128	2	0.0004328581	0.2044100002768813	1469
B-cell CLL/lymphoma 7 protein family member C	BCL7C	Q8WUZ0	5.647199679784674	2	0.00025150398	0.2418619018110172	1738
Cleavage and polyadenylation specificity factor subunit 4	CPSF4	O95639	5.606898760029274	2	0.00065364473	0.1865661981218782	293
Zinc finger MYM-type protein 2	ZMYM2	Q9UBW7	5.597130856890903	2	0.00063791481	0.1892160719797499	2246
Tight junction protein ZO-1	TJP1	Q07157	5.55102690010763	2	0.0003353736	0.237079724644226	1168
TGF-beta-activated kinase 1 and MAP3K7-binding protein 2	TAB2	Q9NYJ8	5.493960407187606	2	0.00036514216	0.2404114479650833	2199
Symplekin	SYMPK	Q92797	5.486362255067393	2	0.0033019818	0.1245557040854878	1787
TAR DNA-binding protein 43	TARDBP	Q13148	5.470446125893012	2	0.00022617872	0.2822610992440342	1229
Nuclease-sensitive element-binding protein 1	YBX1	P67809	5.438622878728403	2	0.001333383	0.169155522385712	1068
E3 ubiquitin-protein ligase TRIM21	TRIM21	P19474	5.427026695732344	2	0.00028124437	0.2724171619168064	557
Nuclear factor 1 B-type	NFIB	O00712	5.423056382815076	2	0.0006426762	0.2130038477926955	51
Mediator of RNA polymerase II transcription subunit 29	MED29	Q9NX70	5.421633921028194	2	0.00061084155	0.2164997990806584	2190
Single-stranded DNA-binding protein 3	SSBP3	Q9BWW4	5.401128076331036	2	0.0006332231	0.2172329868139106	2008
Splicing factor 3B subunit 1	SF3B1	O75533	5.356892288773928	2	0.0013200251	0.1795584692566927	220
UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	OGT	O15294	5.338513691131068	2	0.001301233	0.1826471593947693	102
RNA-binding motif, single-stranded-interacting protein 1	RBMS1	P29558;Q6XE24	5.318403504619013	2	0.0021367953	0.1595226912927095	647
C-terminal-binding protein 2	CTBP2	P56545	5.302459302215993	2	0.0001757485	0.3421377157377765	949
Mediator of RNA polymerase II transcription subunit 16	MED16	Q9Y2X0	5.29506542181006	2	0.0018444189	0.1694668475133206	2361
Mediator of RNA polymerase II transcription subunit 4	MED4	Q9NPJ6	5.28536138021383	2	0.00030644142	0.2928616483659708	2135
WD repeat-containing protein mio	MIOS	Q9NXC5	5.281495608041796	2	0.0011858654	0.1953954781428001	2191
Mediator of RNA polymerase II transcription subunit 17	MED17	Q9NVC6	5.248077245549219	2	0.00096420501	0.212827026290051	2174
RNA-binding protein 6	RBM6	P78332	5.213194119095112	2	0.0012455832	0.2018608731328253	1082
Nuclear pore complex protein Nup98-Nup96;Nuclear pore complex protein Nup98;Nuclear pore complex protein Nup96	NUP98	P52948	5.15569422656259	2	0.0023868093	0.1727177359927567	907
DDB1- and CUL4-associated factor 7	DCAF7	P61962	5.126502288173871	2	0.0010719702	0.2242710195864798	998
Calcium-responsive transactivator	SS18L1	O75177	5.123907173875116	2	0.0018811801	0.1896830342463166	196
Small nuclear ribonucleoprotein E	SNRPE	P62304	5.000441413185857	2	0.0077671888	0.134837602989676	1019
CREB-binding protein	CREBBP	Q92793	4.988851819273162	2	0.001134156	0.2425704072791829	1786
Mitotic checkpoint protein BUB3	BUB3	O43684	4.982827751719581	2	0.0017204485	0.2148691892669178	143
ATP-dependent RNA helicase DHX36	DHX36	Q9H2U1;Q6P158	4.948943735808664	2	0.0012293905	0.2433941324370355	2057
Mediator of RNA polymerase II transcription subunit 1	MED1	Q15648	4.935851935071046	2	0.00087558478	0.2720323046331631	1396
B-cell CLL/lymphoma 7 protein family member B;B-cell CLL/lymphoma 7 protein family member A	BCL7B	Q9BQE9;Q4VC05	4.93043381351861	2	0.0023708101	0.2023141906732522	2905
Protein YIF1A	YIF1A	O95070	4.907147316342453	2	0.00189975	0.2197836767001312	264
RNA-binding protein 12B	RBM12B	Q8IXT5	4.84604414332955	2	0.0021021494	0.2224098072910899	1643
CCR4-NOT transcription complex subunit 7	CNOT7	Q9UIV1	4.832188781066526	2	0.0016471746	0.241663511604496	2275
40S ribosomal protein S25	RPS25	P62851	4.82533808929233	2	0.0066814963	0.1592966933245241	1039
CCR4-NOT transcription complex subunit 3	CNOT3	O75175	4.806952120806196	2	0.003288229	0.1997248606502841	195
Histone deacetylase 3	HDAC3	O15379	4.799380370861037	2	0.0026822411	0.2134724559187792	107
Peroxidasin homolog	PXDN	Q92626	4.775855403683309	2	0.0018998043	0.2407212922300171	1779
Cell differentiation protein RCD1 homolog	RQCD1	Q92600	4.773686971578694	2	0.0022587327	0.2288458635521512	1774
DNA-binding protein RFX7	RFX7	Q2KHR2	4.7325132385473	2	0.013924256	0.1361920839453394	1443
Insulin-like growth factor 2 mRNA-binding protein 1	IGF2BP1	Q9NZI8	4.730931727701201	2	0.00034559448	0.4148039232692004	2211
Nuclear receptor coactivator 6	NCOA6	Q14686	4.687352959839709	2	0.00080040871	0.3320184482523264	1324
Basement membrane-specific heparan sulfate proteoglycan core protein;Endorepellin;LG3 peptide	HSPG2	P98160	4.68563329500792	2	0.0010288815	0.3082133727254558	1105
Nuclear receptor corepressor 1	NCOR1	O75376	4.669222894735229	2	0.0031562159	0.2224588467950994	206
Cell division cycle and apoptosis regulator protein 1	CCAR1	Q8IX12	4.64748167988248	2	0.0020632942	0.2566647704084412	1639
Probable helicase with zinc finger domain	HELZ	P42694	4.632061533075113	2	0.00051036756	0.3950358107371129	779
Nuclear pore glycoprotein p62	NUP62	P37198	4.621409555787398	2	0.0012192115	0.3061926004166231	738
Retrotransposon-derived protein PEG10	PEG10	Q86TG7	4.612658052639047	2	0.00080916035	0.3485185580174303	1602
mRNA cap guanine-N7 methyltransferase	RNMT	O43148	4.610249606072212	2	0.0040048352	0.2157101239640429	117
CREB-regulated transcription coactivator 3	CRTC3	Q6UUV7	4.606634383487417	2	0.0021497111	0.2607945380888043	1545
Cytoplasmic polyadenylation element-binding protein 4	CPEB4	Q17RY0	4.596929657576405	2	0.0032967133	0.2308438422563042	1437
60S ribosomal protein L38	RPL38	P63173	4.595305811656672	2	0.0033097349	0.2308297238517516	1061
Mitogen-activated protein kinase kinase kinase 7	MAP3K7	O43318	4.593120945636535	2	0.0027121229	0.2454616826138948	127
Small nuclear ribonucleoprotein Sm D3	SNRPD3	P62318	4.593039581560701	2	0.0041911383	0.2153310576176085	1023
B-cell CLL/lymphoma 7 protein family member B;B-cell CLL/lymphoma 7 protein family member A	BCL7B;BCL7A	Q9BQE9;Q4VC05	4.585746903571325	2	0.0085083926	0.1748761703333831	1961
Zinc finger CCHC domain-containing protein 8	ZCCHC8	Q6NZY4	4.585630166474093	2	0.0036600111	0.2254512710871353	1521
Ankyrin repeat and KH domain-containing protein 1	ANKHD1	Q8IWZ3	4.565311561284656	2	0.0051819431	0.205925711606048	1638
RNA binding motif protein, X-linked-like-1	RBMXL1	Q96E39	4.564956109152424	2	0.0004685302	0.4246382943013876	1845
Protein FAM195A	FAM195A	Q9BUT9	4.557546395319894	2	0.0023814901	0.2616309110719403	1990
BUB3-interacting and GLEBS motif-containing protein ZNF207	ZNF207	O43670	4.519656065518468	2	0.00080930034	0.3717061000661387	141
YTH domain-containing family protein 2	YTHDF2	Q9Y5A9	4.519635591370395	2	0.0006604552	0.3951633672573815	2401
Lysine-specific histone demethylase 1A	KDM1A	O60341	4.516209449423631	2	0.0014429284	0.3130675264192756	160
Peptidyl-prolyl cis-trans isomerase-like 1	PPIL1	Q9Y3C6	4.483059332730214	2	0.0012371093	0.33553437638431	2376
TGF-beta-activated kinase 1 and MAP3K7-binding protein 1	TAB1	Q15750	4.482372089885789	2	0.0046119378	0.2258981659041316	1401
E3 SUMO-protein ligase RanBP2	RANBP2	P49792;Q99666;O14715;P0DJD0;P0DJD1	4.431024895298794	2	0.014718118	0.1650669073093362	854
Genetic suppressor element 1	GSE1	Q14687	4.393766575865234	2	0.00048487238	0.4732275476061295	1325
Forkhead box protein C2	FOXC2	Q99958	4.386064275384228	2	0.0028556427	0.2789796415588784	1949
RNA-binding protein 7	RBM7	Q9Y580	4.374408902900299	2	0.0022143172	0.303622628039998	2399
Collagen alpha-1(XII) chain	COL12A1	Q99715	4.374325581224454	2	0.00287775	0.2806067034525967	1939
Zinc finger protein 638	ZNF638	Q14966	4.346116337670988	2	0.0008900559	0.4073854358752169	1340
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3	SMARCD3	Q6STE5	4.331097898045968	2	0.0024341801	0.3040855832059951	1542
Scaffold attachment factor B2	SAFB2	Q14151	4.287912228851132	2	0.0051225089	0.2504518374814131	1292
Leucine zipper protein 1	LUZP1	Q86V48	4.28432045693506	2	0.003475745	0.2821690643378882	1612
pre-mRNA 3 end processing protein WDR33	WDR33	Q9C0J8	4.278031392581712	2	0.0033928759	0.2854679573502433	2033
Poly(U)-binding-splicing factor PUF60	PUF60	Q9UHX1	4.244986297741043	2	0.0046050311	0.2664212637688654	2270
YTH domain-containing family protein 1	YTHDF1	Q9BYJ9	4.242487168951275	2	0.0031487353	0.2992403829725229	2022
Transcription elongation factor SPT5	SUPT5H	O00267	4.225297366039305	2	0.004216352	0.2773473440237542	29
Pre-mRNA-splicing regulator WTAP	WTAP	Q15007	4.224449103817035	2	0.0011168007	0.4139633979940666	1348
Y-box-binding protein 3	YBX3	P16989;Q9Y2T7	4.217332082011641	2	0.01312585	0.1981329120531371	520
E3 ubiquitin-protein ligase TRIM32	TRIM32	Q13049	4.194496960685722	2	0.0026130534	0.327224956473453	1222
Mediator of RNA polymerase II transcription subunit 20	MED20	Q9H944	4.165497891757246	2	0.0034184237	0.3079304056196043	2095
Protein YIF1B	YIF1B	Q5BJH7	4.137828786432451	2	0.0040544667	0.2981762910247905	1468
Dual specificity tyrosine-phosphorylation-regulated kinase 1A	DYRK1A	Q13627	4.116378505922633	2	0.00079763558	0.4937378141701041	1273
Trinucleotide repeat-containing gene 6B protein	TNRC6B	Q9UPQ9	4.105386967130686	2	0.0028980623	0.3373938015635655	2331
Transformation/transcription domain-associated protein	TRRAP	Q9Y4A5	4.087008191001543	2	0.0027720523	0.3463230541064321	2390
Sorbin and SH3 domain-containing protein 2	SORBS2	O94875	4.076259213086896	2	0.0017396366	0.4014472396103147	255
WD repeat-containing protein 6	WDR6	Q9NNW5	4.072334032327134	2	0.0089114364	0.2461685515684797	2125
Polyribonucleotide 5-hydroxyl-kinase Clp1	CLP1	Q92989	4.069623531598475	2	0.0036323394	0.3231307789523968	1803
Endoplasmic reticulum-Golgi intermediate compartment protein 1	ERGIC1	Q969X5	4.059217856261517	2	0.0033231522	0.3343038709230831	1820
Scaffold attachment factor B1	SAFB	Q15424	4.001007007847445	2	0.0079804556	0.2673803565949301	1382
Mediator of RNA polymerase II transcription subunit 13-like	MED13L	Q71F56	3.973576498900924	2	0.0023909104	0.3917106061395741	1561
Thyroid hormone receptor-associated protein 3	THRAP3	Q9Y2W1	3.95653733251533	2	0.0037795606	0.3453237467451089	2359
Insulin-like growth factor 2 mRNA-binding protein 3	IGF2BP3	O00425;Q9Y6M1	3.923198672783776	2	0.0055557778	0.3147016285420238	33
Kinesin-like protein KIF23	KIF23	Q02241	3.917523064237844	2	0.013582772	0.2413984776159484	1134
Transcription and mRNA export factor ENY2	ENY2	Q9NPA8	3.905638503930671	2	0.0018315476	0.4448970378158073	2131
Protein TANC2	TANC2	Q9HCD6	3.855775136351889	2	0.0069692763	0.3080074801258066	2118
Mediator of RNA polymerase II transcription subunit 6	MED6	O75586	3.823264699685303	2	0.0071810461	0.3122010901092133	222
Protein FRG1	FRG1	Q14331	3.822307982316396	2	0.0048335479	0.3519459836134121	1308
Mediator of RNA polymerase II transcription subunit 18	MED18	Q9BUE0	3.817001363925446	2	0.0062953108	0.3262345411119265	1983
60S ribosomal protein L39;Putative 60S ribosomal protein L39-like 5	RPL39;RPL39P5	P62891;Q59GN2	3.80866049136649	2	0.0040756972	0.374007128510049	1045
High mobility group protein HMG-I/HMG-Y	HMGA1	P17096	3.806053807303032	2	0.010792837	0.2794787581866632	524
Putative helicase MOV-10	MOV10	Q9HCE1	3.778165226379468	2	0.0055096862	0.3488570750565278	2119
Mediator of RNA polymerase II transcription subunit 27	MED27	Q6P2C8	3.774483180399786	2	0.0074649476	0.3191905781173975	1522
RNA-binding protein 33	RBM33	Q96EV2;Q8IY18	3.772951990037265	2	0.019302949	0.2400529117140777	1853
Filamin-C	FLNC	Q14315	3.770114394720226	2	0.011193971	0.2833979908305791	1306
H/ACA ribonucleoprotein complex subunit 2	NHP2	Q9NX24	3.769668370917888	2	0.0069950102	0.3265879159951207	2187
Probable fibrosin-1	FBRS	Q9HAH7	3.769281786470923	2	0.0058777505	0.3442448937068657	2106
Protein argonaute-2	AGO2	Q9UKV8	3.769246671274345	2	0.0060188035	0.3418044462565644	2292
Mastermind-like protein 1	MAML1	Q92585	3.767193116532425	2	0.0042210026	0.3808754804477174	1772
Acetyl-CoA carboxylase 1;Biotin carboxylase	ACACA	Q13085;O00763	3.756539788474889	2	0.0053817215	0.3566396332085276	1223
Protein argonaute-3	AGO3	Q9H9G7;Q9HCK5	3.755917873640319	2	0.0035096556	0.4057934950938343	2101
Leukocyte receptor cluster member 8	LENG8	Q96PV6	3.723728854094841	2	0.0040613897	0.3971060872543991	1897
Splicing factor 3B subunit 5	SF3B5	Q9BWJ5	3.711533354724061	2	0.0058508157	0.358799603543291	2005
WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed	SMU1	Q2TAY7	3.698277135166371	2	0.003464136	0.423997591908204	1446
F-box-like/WD repeat-containing protein TBL1X	TBL1X	O60907	3.697936641494969	2	0.01134098	0.2967691049065126	187
Ubiquitin carboxyl-terminal hydrolase 10	USP10	Q14694	3.695905356648069	2	0.011790344	0.2937311620905987	1326
40S ribosomal protein S23	RPS23	P62266	3.690180050693986	2	0.0088338275	0.3216739643422367	1014
Activated RNA polymerase II transcriptional coactivator p15	SUB1	P53999	3.684437960106399	2	0.017120127	0.2646312094536245	916
Serine/arginine-rich splicing factor 2;Serine/arginine-rich splicing factor 8	SRSF2;SRSF8	Q01130;Q9BRL6	3.671746667101726	2	0.0093130209	0.320670350306424	1120
Mediator of RNA polymerase II transcription subunit 13	MED13	Q9UHV7	3.635713402629742	2	0.0092892498	0.3290334069414982	2269
Nucleoporin SEH1	SEH1L	Q96EE3	3.632877120114083	2	0.008079581	0.3438220448765188	1847
WD repeat-containing protein 59	WDR59	Q6PJI9	3.616201325033586	2	0.012394411	0.3057814592725208	1535
Ribonuclease 3	DROSHA	Q9NRR4	3.611655957883297	2	0.0027864121	0.4807299426902054	2151
Mediator of RNA polymerase II transcription subunit 14	MED14	O60244	3.572330739503872	2	0.015977485	0.2920244121996859	156
Superkiller viralicidic activity 2-like 2	SKIV2L2	P42285	3.563989454112534	2	0.024100997	0.2595304154196329	774
Chromodomain-helicase-DNA-binding protein 7	CHD7	Q9P2D1;Q3L8U1;Q8TD26;O14646;O14647	3.559217586339759	2	0.0070878635	0.3763813499515934	2227
Zinc finger transcription factor Trps1	TRPS1	Q9UHF7	3.545268707542833	2	0.011782533	0.3261240305366226	2266
Transmembrane emp24 domain-containing protein 5	TMED5	Q9Y3A6	3.514837353699335	2	0.0032815835	0.4893976799840907	2371
Splicing factor U2AF 35 kDa subunit	U2AF1	Q01081	3.51024823571225	2	0.012496669	0.3282706145609693	1116
Transmembrane emp24 domain-containing protein 10	TMED10	P49755	3.506868168588316	2	0.011389331	0.3383606401241037	852
OTU domain-containing protein 4	OTUD4	Q01804	3.499507418802757	2	0.0089632915	0.3655207314148638	1128
CCR4-NOT transcription complex subunit 2	CNOT2	Q9NZN8	3.492396234686687	2	0.024991339	0.269772330060704	2215
Nuclear receptor coactivator 3	NCOA3	Q9Y6Q9	3.490473718560747	2	0.007881186	0.3823417416200875	2433
Ubiquilin-4	UBQLN4	Q9NRR5	3.471275078583947	2	0.024437826	0.2756027760703061	2152
Mediator of RNA polymerase II transcription subunit 22	MED22	Q15528	3.444601128168244	2	0.0061889905	0.4244831212787614	1389
Calcium/calmodulin-dependent protein kinase type II subunit gamma	CAMK2G	Q13555	3.430327351311586	2	0.004803068	0.4627015559931413	1266
Putative RNA-binding protein 15	RBM15	Q96T37;Q8NDT2	3.430282502485122	2	0.0056996658	0.4394796097030534	1913
CCR4-NOT transcription complex subunit 1	CNOT1	A5YKK6	3.425640664339873	2	0.037635207	0.2497860875184123	6
Surfeit locus protein 4	SURF4	O15260	3.380301274401305	2	0.033244576	0.2675680866836187	99
Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3	FN1	P02751	3.354836168705726	2	0.011873859	0.3712780566098723	324
Protein CASC3	CASC3	O15234	3.322151579994619	2	0.010713065	0.3917308452262869	97
RNA-binding protein 10	RBM10	P98175	3.310432638599117	2	0.011432655	0.3872723183883676	1106
PHD finger protein 3	PHF3	Q92576	3.27268531567522	2	0.015541076	0.3624448942128828	1770
Zinc finger CCCH domain-containing protein 4	ZC3H4	Q9UPT8	3.269690388228987	2	0.012487536	0.3879204717661661	2332
Serine/arginine-rich splicing factor 4;Serine/arginine-rich splicing factor 6	SRSF4;SRSF6	Q08170;Q13247	3.265762058343682	2	0.02422959	0.3186162896354854	1174
H/ACA ribonucleoprotein complex subunit 4	DKC1	O60832	3.265457860837039	2	0.010395685	0.4111364094758745	184
Trinucleotide repeat-containing gene 6A protein	TNRC6A	Q8NDV7;Q9HCJ0	3.253630183174408	2	0.0065002777	0.4774553743984856	1686
Transcription factor 12	TCF12	Q99081;P15923;P15884	3.241676168302488	2	0.018608589	0.3507731996384939	1918
G protein pathway suppressor 2	GPS2	Q13227	3.240671616864063	2	0.013905461	0.3831929718723985	1237
REST corepressor 1	RCOR1	Q9UKL0	3.225969448351334	2	0.021666581	0.338737627093219	2288
NF-kappa-B-repressing factor	NKRF	O15226	3.202534075268245	2	0.010796733	0.4245991864146897	96
Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	PLOD1	Q02809	3.151514679079678	2	0.018618187	0.3733363592810434	1139
60S ribosomal protein L29	RPL29	P47914	3.145142284674307	2	0.012060283	0.4273530240058195	816
Fragile X mental retardation syndrome-related protein 1	FXR1	P51114	3.128946394293301	2	0.010774964	0.4470901723227687	871
